Serial,FireYear,IncidentNumber,FiscalYear,FireArea,District,Unit,FireName,StatisticalCategory,PreparedBy,Landmark,Equipment,NumberPersonnel,PreparedDate,ModifiedBy,ModifiedDate,Twn,Rng,Sec,Subdiv,Longitude,Latitude,ProtectionAgency,FireOriginFederalLands,LandClass,FireThreatened,Minimum,Dual,County,LandownerType,OriginalSurcharge,SurchargeInvolved,SenateBill360Lot,SenateBill360Certified,DiscoveredBy,DiscoveredByName,CausedBy,GeneralCause,SpecificCause,CauseComments,LeadInvestigator,Degree_certain,GeneralRestriction,IndustrialRestriction,BurnIndex,WeatherStationID,RegulatedUseZone,Involve_op,Notif_year,Notif_dist,Notif_number,IgnitionTime,DiscoveryTime,ReportTime,InitialAttackTime,ControlTime,WalkInDelay,FemaFire,IntitialAttackBy,InitialAttackType,Flame_length,InitialAttackFireSizeAcres,InitialAttackBehavior,GeneralFuelModels,Topography,Aspect,Slope,Elevation,SizeClass,FinalFireSizeAcres,StateProtectedAcres,ESRI_OID,CauseType,x,y
110015,2018,18-955-091-18,2018,,95,955,Foothill 0156           ,1,Ben Duda                ,1.5 miles NE of Sisters       ,,,5/10/2018 12:00:00 AM,BDUDA,7/11/2018 4:02:00 PM,14S   ,10E   ,34,NENW,-121.526,44.3169,1,1,1,1,1,1,9,13,1,0,1,1,8,Wade Underwood          ,5,6,620,,Ben Duda,,0,9,,352620 Colgate          ,WC2,1,,,,5/4/2018 3:00:00 PM,5/4/2018 3:09:00 PM,5/4/2018 3:10:00 PM,5/4/2018 3:10:00 PM,5/4/2018 5:15:00 PM,0,0,2,4,,0.1,2,3,0,0,0,0,1,0.1,0.1,110015,3,1043865.89238845,937323.09416011
110016,2018,18-955-093-18,2018,,95,955,Haner Butte 0175        ,1,Eric Metzger            ,Haner Butte 6 miles SW of La P,,,5/10/2018 12:00:00 AM,cdayton,7/10/2018 10:56:00 AM,22S   ,9E    ,23,NWSE,-121.618,43.6456,1,1,1,1,0,0,9,11,0,0,2,,2,Round Mountain          ,2,6,670,Slash burn holdover,Chris Dayton,,0,9,,352605                  ,WC2,2,2017,955,6961,1/15/2018 12:00:00 PM,5/10/2018 3:10:00 PM,5/10/2018 3:11:00 PM,5/10/2018 4:00:00 PM,5/10/2018 8:00:00 PM,0,1,2,4,,1.46,2,3,0,0,0,0,2,1.46,1.46,110016,1,1016462.22145669,692998.106299207
110018,2018,18-981-152-18,2018,,98,981,Balsam Line 116         ,1,T Thomas                ,Round Lake                    ,,,5/12/2018 12:00:00 AM,msanspach,7/14/2018 12:21:00 PM,39S   ,8E    ,4 ,NESW,-121.863,42.1942,1,1,1,1,0,0,18,11,0,0,1,0,6,                        ,7,10,0,Tree into powerline (C3380) / Pacificorp 01439008/044300,"Waller, Kyle",,0,9,,353328 Gerber           ,KF1,1,,,,5/12/2018 9:30:00 AM,5/12/2018 9:40:00 AM,5/12/2018 9:45:00 AM,5/12/2018 10:15:00 AM,5/12/2018 5:00:00 PM,10,0,1,1,,1,4,13,0,0,0,0,2,1.5,1.5,110018,1,942846.777559057,165025.203740165
110019,2018,18-721-128-18,2018,,72,721,South Sumner Rd         ,1,,6 N Coquille                  ,,,5/14/2018 12:00:00 AM,krobison,6/20/2018 4:03:00 PM,26S   ,12W   ,32,NESW,-124.15,43.27,1,1,1,1,0,1,6,12,1,0,0,,8,                        ,4,6,615,,"Wilmarth, Jeffrey",,0,0,,352820 Seven Mile Cr    ,CS1,1,,,,5/13/2018 12:00:00 PM,5/13/2018 2:00:00 PM,5/13/2018 2:11:00 PM,5/13/2018 2:20:00 PM,5/13/2018 2:25:00 PM,0,1,2,4,,0.1,2,13,0,0,0,0,1,0.1,0.1,110019,3,340576.155183733,575697.853674546
110021,2018,18-711-460-18,2018,,71,711,Lewis Rd                ,1,M. Fuller               ,10.67 miles North of Butte Fal,,,5/14/2018 12:00:00 AM,disp_med1,5/15/2018 10:57:00 AM,33S   ,2E    ,17,SESE,-122.602,42.6954,1,2,1,1,0,0,15,90,0,0,0,,9,                        ,9,5,506,,M. Fuller,,0,0,38 ,ZIM                     ,SW2,1,,,,5/12/2018 4:50:00 PM,5/12/2018 5:00:00 PM,5/12/2018 5:01:00 PM,5/12/2018 5:17:00 PM,5/12/2018 7:16:00 PM,0,0,2,4,,0.25,2,3,1,1,1,1,1,0.25,0.25,110021,3,747225.937007874,351897.971128613
110022,2018,18-712-727-18,2018,,71,712,Sleepy Hollow Lp 845    ,1,"Carrier, Ivan           ",6.78 Miles SW of GP           ,,,5/14/2018 12:00:00 AM,gpdisp,5/18/2018 4:17:00 PM,37S   ,6W    ,9 ,SWNW,-123.424,42.3714,1,1,1,1,1,0,17,13,1,0,0,,6,                        ,5,6,601,burn pile that spread,Ivan Carrier,,0,0,,353120 Provolt          ,SW3,1,,,,5/12/2018 1:00:00 PM,5/12/2018 2:45:00 PM,5/12/2018 3:10:00 PM,5/12/2018 3:48:00 PM,5/16/2018 10:59:00 AM,2,1,8,0,,0.5,2,5,1,1,1,1,2,0.75,0.75,110022,3,522109.795275584,240630.752624676
110023,2018,18-712-728-18,2018,,71,712,Marble Gulch            ,1,"Carrier, Ivan           ",14.14 miles S of GP           ,,,5/14/2018 12:00:00 AM,gpdisp,5/27/2018 10:51:00 AM,38S   ,6W    ,25,NWSE,-123.353,42.2351,1,1,1,1,0,0,17,50,0,0,0,,6,                        ,9,4,499,Someone lighting a slash pile on fire,Ivan Carrier,,0,0,38 ,353120 Provolt          ,SW3,1,,,,5/13/2018 9:00:00 PM,5/13/2018 10:38:00 PM,5/13/2018 10:38:00 PM,5/14/2018 12:30:00 AM,5/19/2018 9:45:00 AM,0,0,1,4,,0.25,1,12,1,1,1,1,1,0.25,0.25,110023,3,539563.907808393,190296.841207355
110026,2018,18-954-052-18,2018,,95,954,Rail Hollow             ,1,Kyle DePriest           ,7 Miles SW of Dufur           ,,,5/11/2018 12:00:00 AM,dgonzales,7/23/2018 4:12:00 PM,2S    ,12E   ,13,NWNW,-121.254,45.4,1,1,1,1,0,0,33,12,0,0,0,,4,P Stephenson            ,4,6,630,Burning cat tails along ditch,Kiel Nairns,,0,9,,350919 Wasco Butte      ,MH1,1,,,,5/11/2018 12:00:00 PM,5/11/2018 3:48:00 PM,5/11/2018 3:48:00 PM,5/14/2018 9:00:00 AM,5/14/2018 12:00:00 PM,0,0,1,3,,0.61,1,10,0,0,0,0,2,0.61,0.31,110026,3,1118663.69422573,1331363.55839895
110027,2018,18-711-461-18,2018,,71,711,Hammel Rd 775           ,1,Raymond Briggs          ,Gates Reservoir               ,,,6/20/2018 12:00:00 AM,disp_med1,5/20/2018 10:00:00 AM,35S   ,1W    ,9 ,SWSW,-122.833,42.5375,1,1,2,2,1,1,15,13,1,0,0,,6,                        ,5,6,601,Debris Pile Escaped,Raymond Briggs,,0,0,35 ,353228 Evans            ,SW1,1,,,,5/13/2018 12:35:00 PM,5/13/2018 12:40:00 PM,5/13/2018 12:40:00 PM,5/13/2018 1:00:00 PM,5/13/2018 3:30:00 PM,0,1,2,4,,0.18,2,1,1,1,1,1,1,0.18,0.18,110027,3,683503.197834641,296041.788385823
110028,2018,18-711-463-18,2018,,71,711,Corral Creek Rd         ,1,R.Briggs                ,Lincoln                       ,,,5/14/2018 12:00:00 AM,disp_med1,5/24/2018 8:42:00 AM,40S   ,4E    ,6 ,NWSW,-122.404,42.1197,1,1,1,1,0,0,15,12,1,0,0,,8,                        ,6,6,602,Escaped Debris Burning,"R, Briggs",,0,0,41 ,353344 Parker Mountain  ,SW1,1,,,,5/14/2018 2:30:00 PM,5/14/2018 2:34:00 PM,5/14/2018 2:34:00 PM,5/14/2018 3:34:00 PM,5/14/2018 8:39:00 PM,0,1,2,4,,1.62,3,3,1,1,1,1,2,1.62,1.62,110028,3,795580.950459316,140789.245406821
110029,2018,18-712-730-18,2018,,71,712,West Jones Crk 1909     ,1,"Carrier, Ivan           ",2.52 Miles NE of GP           ,,,5/14/2018 12:00:00 AM,gpdisp,5/27/2018 11:40:00 AM,36S   ,5W    ,4 ,SESE,-123.291,42.463,1,1,1,1,1,0,17,13,1,1,1,0,5,                        ,5,6,604,Tamara was burning a debris pile and it escaped,Ivan Carrier,,0,0,38 ,353122 Merlin           ,SW3,1,,,,5/14/2018 10:00:00 AM,5/14/2018 3:10:00 PM,5/14/2018 3:13:00 PM,5/14/2018 3:36:00 PM,5/19/2018 10:00:00 AM,1,1,2,4,,0.2,1,5,1,1,1,1,1,0.25,0.25,110029,3,559174.610892385,272752.211614177
110030,2018,18-711-459-18,2018,,71,711,Horse Mt                ,1,Chris Heberlein         ,Horse Mountain                ,,,5/14/2018 12:00:00 AM,disp_med1,5/16/2018 10:58:00 AM,33S   ,3W    ,26,SENE,-123.017,42.6752,1,1,1,1,0,0,15,11,0,0,0,,11,Round top               ,1,1,101,,J. Kurznyiec,,0,0,41 ,353228                  ,SW2,1,,,,5/6/2018 4:18:00 AM,5/12/2018 3:50:00 PM,5/12/2018 3:51:00 PM,5/14/2018 6:38:00 PM,5/15/2018 1:06:00 PM,0,0,1,3,,2,2,12,1,1,1,1,2,2,2,110030,2,635461.35104987,347676.718503937
110032,2018,18-711-457-18,2018,,71,711,Timberlake Dr 1364      ,1,J. Kurzyniec            ,4.49 miles Southeast of Ashlan,,,5/15/2018 12:00:00 AM,disp_med1,6/5/2018 10:19:00 AM,39S   ,1E    ,25,SWNE,-122.651,42.146,1,1,2,2,1,0,15,13,0,0,0,,6,David Arnold            ,5,6,601,spread from pile to adjacent fuels. Pile ignited by owner,Jacob Kurzyniec,,0,0,34 ,BUCKHORN SPRINGS        ,SW1,1,,,,5/9/2018 3:00:00 PM,5/9/2018 3:25:00 PM,5/9/2018 3:26:00 PM,5/9/2018 3:40:00 PM,5/9/2018 3:45:00 PM,0,0,2,4,,0.1,2,13,1,1,1,1,1,0.1,0.1,110032,3,728809.087270334,152029.88188976
110033,2018,18-974-046-18,2018,,97,974,Transformer             ,1,Joseph Goebel           ,Rippleton Creek               ,,,5/15/2018 12:00:00 AM,cfratzke,5/16/2018 7:44:00 AM,1S    ,48E   ,3 ,SWNE,-116.806,45.5078,1,1,2,2,1,0,32,13,1,0,0,,8,Lou Wroe                ,7,3,358,Powerline transformer.,Ed Grover,,0,9,,351502 Harl Butte       ,NE2,1,,,,3/7/2018 2:00:00 PM,3/7/2018 2:30:00 PM,3/7/2018 2:54:00 PM,3/7/2018 3:25:00 PM,3/7/2018 3:47:00 PM,0,0,1,4,,0.1,1,99,0,0,0,0,1,0.01,0.01,110033,3,2259122.6456693,1391083.5839895
110034,2018,18-974-047-18,2018,,97,974,Evans                   ,1,Joseph Goebel           ,Evans                         ,,,5/15/2018 12:00:00 AM,cfratzke,5/16/2018 8:07:00 AM,1S    ,43E   ,3 ,NWSE,-117.425,45.5047,1,1,2,2,0,0,32,12,0,0,0,,8,Jess Allen              ,4,6,602,,Joseph Goebel,,0,9,,351502 Harl Butte       ,NE2,1,,,,3/12/2018 3:00:00 PM,3/12/2018 3:15:00 PM,3/12/2018 3:35:00 PM,3/12/2018 3:15:00 PM,3/12/2018 4:30:00 PM,0,0,8,1,,0.9,3,2,0,0,0,0,2,0.9,0.9,110034,3,2100595.11187664,1383413.67847769
110035,2018,18-974-048-18,2018,,97,974,Cattail                 ,1,Joseph Goebel           ,"Joseph, OR                    ",,,5/15/2018 12:00:00 AM,cfratzke,9/22/2018 9:09:00 AM,2S    ,45E   ,18,NESE,-117.23,45.3852,1,1,2,2,0,0,32,12,1,1,0,,6,                        ,4,6,602,Landowner buring field by himself w/ too much wind.,Joseph Goebel,,0,9,,351502 Harl Butte       ,NE2,1,,,,4/24/2018 2:45:00 PM,4/24/2018 3:12:00 PM,4/24/2018 3:13:00 PM,4/24/2018 3:19:00 PM,4/24/2018 3:40:00 PM,0,0,2,3,,5,3,2,0,0,0,0,2,7.5,7.5,110035,3,2152291.35269029,1341806.82513124
110036,2018,18-974-049-18,2018,,97,974,Lostine River RANCH     ,1,David Weaver            ,,,,5/1/2018 12:00:00 AM,cfratzke,5/31/2018 9:58:00 AM,1S    ,43E   ,27,SWNW,-117.431,45.4502,1,1,1,1,0,1,32,12,1,0,1,0,6,                        ,9,4,404,Small warming fire under large fir tree,Matt Howard,,0,9,,351518 Eden             ,NE2,1,,,,4/27/2018 1:30:00 PM,4/27/2018 2:00:00 PM,4/27/2018 2:16:00 PM,4/27/2018 2:50:00 PM,7/22/2018 3:45:00 PM,0,0,2,3,,0.5,2,3,0,0,0,0,2,0.5,0.5,110036,3,2099800.4222441,1363497.51082677
110038,2018,18-582-058-18,2018,,58,582,Lookout Mainline #2     ,1,Shenandoha Ellis        ,4mi N Lyons                   ,,,4/23/2018 12:00:00 AM,MolallaDispatch,5/17/2018 4:22:00 PM,8S    ,2E    ,32,SENW,-122.59,44.8294,1,1,1,1,0,0,24,11,0,0,2,,6,                        ,9,4,403,,Levi Hopkins,,0,0,,350728 Eagle Creek      ,CM1,1,,,,4/22/2018 12:00:00 PM,4/23/2018 9:00:00 AM,4/23/2018 12:00:00 PM,4/23/2018 12:30:00 PM,4/23/2018 1:30:00 PM,0,0,1,3,,0.01,1,12,0,0,0,0,1,0.01,0.01,110038,3,770248.277559057,1129351.10629921
110039,2018,18-781-078-18,2018,,78,781,Farman                  ,1,Brandy Simmons          ,9.97 Miles West of Cottage Gro,,,5/15/2018 12:00:00 AM,BSIMMONS,5/18/2018 9:49:00 AM,20S   ,5W    ,11,SESE,-123.25,43.8397,1,1,1,1,0,1,20,11,1,0,0,,8,Linde Kester            ,6,6,664,"inadequate resources, unattended, lack of water",Isaak Post,,0,0,,352547 Village Creek    ,WT1,3,2017,781,1290501,5/15/2018 12:00:00 PM,5/15/2018 2:20:00 PM,5/15/2018 2:20:00 PM,5/15/2018 2:35:00 PM,5/15/2018 3:30:00 PM,0,1,1,3,,0.6,2,12,0,0,0,0,2,0.6,0.6,110039,1,587037.875656173,773871.790354326
110043,2018,18-712-733-18,2018,,71,712,Jerome Prairie Rd 2891  ,1,"Pope, Justin            ",4.07 miles SW of GP           ,,,5/15/2018 12:00:00 AM,gpdisp,5/27/2018 11:08:00 AM,36S   ,6W    ,34,NENE,-123.39,42.4019,1,1,1,1,1,0,17,13,1,1,1,0,6,                        ,5,6,699,Burning an ant nest in a tree stump,Justin Pope,,0,0,35 ,353122 Merlin           ,SW3,1,,,,5/15/2018 4:30:00 PM,5/15/2018 5:05:00 PM,5/15/2018 5:07:00 PM,5/15/2018 5:21:00 PM,5/19/2018 1:00:00 PM,0,1,2,4,,0.2,2,2,1,1,1,1,1,0.2,0.2,110043,3,531685.981955379,251417.082349077
110045,2018,18-955-098-18,2018,,95,955,Barclay 0198            ,1,Eric Metzger            ,Sisters Airport               ,,,5/16/2018 12:00:00 AM,tlbandor,5/16/2018 8:20:00 AM,15S   ,10E   ,4 ,NWSE,-121.54,44.2972,1,1,1,2,0,1,9,10,1,0,0,,6,                        ,1,1,101,,"ric 
Eric Metzger",,0,9,,352620 Colgate          ,WC2,1,,,,5/15/2018 10:00:00 PM,5/15/2018 10:00:00 PM,5/15/2018 10:02:00 PM,5/15/2018 10:06:00 PM,5/15/2018 10:13:00 PM,0,0,1,3,,0.1,2,1,0,0,0,0,1,0.1,0.1,110045,2,1040111.75557743,930189.607283458
110049,2018,18-955-092-18,2018,,95,955,Rock Springs 0166       ,1,Ben Duda                ,Rock Springs Ranch 5 Miles NE ,,,5/16/2018 12:00:00 AM,BDUDA,7/19/2018 11:56:00 AM,17S   ,11E   ,2 ,NWSW,-121.383,44.1306,6,1,10,1,0,1,9,10,1,0,0,,8,                        ,1,1,101,,Ben Duda,,0,9,,352621 Tumalo Ridge     ,WC2,1,,,,5/7/2018 6:00:00 PM,5/8/2018 5:10:00 PM,5/8/2018 5:15:00 PM,5/8/2018 5:17:00 PM,5/8/2018 6:17:00 PM,0,0,2,3,,0.01,1,2,0,0,0,0,1,0.01,0.01,110049,2,1080552.94783464,868991.331036747
110050,2018,18-955-094-18,2018,,95,955,Gothard 0178            ,1,Tara Bandor             ,3 miles SW of Sunriver        ,,,5/16/2018 12:00:00 AM,BDUDA,7/24/2018 3:57:00 PM,20S   ,10E   ,13,SESW,-121.479,43.8344,1,1,6,1,0,0,9,30,0,0,0,,6,                        ,7,3,376,wind - broken tree top into powerlines,USFS,,0,9,,352605 Round Mountain   ,DE1,1,,,,5/12/2018 11:30:00 AM,5/12/2018 11:35:00 AM,5/12/2018 11:38:00 AM,5/12/2018 11:57:00 AM,5/12/2018 12:44:00 PM,0,0,2,3,,0.01,1,1,0,0,0,0,1,0.01,0.01,110050,3,1054066.99015749,761332.186023623
110052,2018,18-955-095-18,2018,,95,955,Covina 0180             ,1,Ben Duda                ,1.5 miles SW of Sunriver      ,,,5/16/2018 12:00:00 AM,BDUDA,7/24/2018 6:18:00 PM,20S   ,10E   ,12,SENW,-121.476,43.8583,1,1,6,1,0,0,9,30,0,1,0,,6,                        ,7,3,376,wind - broken tree top into powerlines,Ben Duda,,0,9,,352605 Round Mountain   ,DE1,1,,,,5/12/2018 12:35:00 PM,5/12/2018 12:40:00 PM,5/12/2018 12:42:00 PM,5/12/2018 12:47:00 PM,5/12/2018 2:59:00 PM,0,0,2,3,,0.01,2,8,0,0,0,0,1,0.01,0.01,110052,3,1054961.93274279,770032.607283458
110056,2018,18-712-736-18,2018,,71,712,Spencer Creek #2        ,1,"Pope, Justin            ",10.4 miles S of GP            ,,,5/16/2018 12:00:00 AM,gpdisp,5/27/2018 11:24:00 AM,38S   ,6W    ,1 ,SWSW,-123.364,42.2906,1,1,1,1,0,0,17,50,0,0,0,,10,                        ,1,1,101,Lightning Storm that occurred 5.15.18 0001,Justin Pope,,0,0,11 ,353120 Provolt          ,SW3,1,,,,5/15/2018 12:01:00 AM,5/16/2018 5:05:00 PM,5/16/2018 5:05:00 PM,5/16/2018 5:54:00 PM,5/19/2018 10:00:00 AM,0,0,1,4,,0.01,1,8,1,1,1,1,1,0.01,0.01,110056,2,537291.249671921,210621.401246727
110057,2018,18-951-030-18,2018,,95,951,CM18                    ,1,Adam Barnes             ,21 mi North of Prineville     ,,,5/17/2018 12:00:00 AM,abarnes,5/17/2018 4:31:00 PM,11S   ,17E   ,27,NESE,-120.669,44.5816,1,1,1,1,0,0,16,12,0,0,0,,4,Steve Drake             ,1,1,101,Lightning struck pondorosa located,Adam Barnes,,0,9,,352109 Board Hollow     ,WC1,1,,,,5/6/2018 12:00:00 AM,5/7/2018 3:20:00 PM,5/7/2018 3:24:00 PM,5/7/2018 5:00:00 PM,5/8/2018 4:00:00 PM,20,0,1,1,,0.3,2,9,0,0,0,0,2,0.96,0.96,110057,2,1268314.78543307,1032170.41010499
110060,2018,18-531-088-18,2018,,53,531,Grabhorn Fire           ,1,Lisa Akers              ,Brunswick Canyon              ,,,5/17/2018 12:00:00 AM,sheesacker,8/16/2018 2:41:00 PM,3N    ,3W    ,35,SENW,-123.023,45.6996,1,1,1,1,1,0,34,10,0,0,0,,3,                        ,6,6,615,Landowner did not have a burn permit or Notification,Geary,,0,0,1  ,350308 Miller           ,NW2,2,2017,531,12125,4/21/2018 12:00:00 PM,5/16/2018 3:00:00 PM,5/16/2018 4:00:00 PM,5/16/2018 5:00:00 PM,5/18/2018 5:00:00 PM,0,1,1,3,,3,2,12,1,1,1,1,2,5,5,110060,3,667719.763451442,1449628.03937007
110061,2018,18-711-469-18,2018,,71,711,Hwy 234 MM3             ,1,M.Fillis                ,1.08 miles Northeast of Gold H,,,5/17/2018 12:00:00 AM,disp_med1,5/18/2018 8:41:00 AM,36S   ,3W    ,10,SWSE,-123.043,42.4487,1,1,2,2,1,0,15,70,0,0,0,,6,                        ,9,4,499,Heavy Public traffic where fire started near the bike path,Mike Fillis,,0,0,18 ,EVANS CREEK             ,SW1,1,,,,5/17/2018 4:15:00 PM,5/17/2018 4:20:00 PM,5/17/2018 4:20:00 PM,5/17/2018 4:34:00 PM,5/17/2018 6:22:00 PM,0,0,2,3,,0.1,2,10,1,1,1,1,1,0.1,0.1,110061,3,625914.747703418,265367.937335953
110062,2018,18-981-153-18,2018,,98,981,Kodiak 121              ,1,K Starman               ,7 mi SE of Sprague River      ,,,5/17/2018 12:00:00 AM,msanspach,5/24/2018 4:36:00 PM,37S   ,11E   ,16,NESE,-121.41,42.3614,1,1,1,1,0,1,18,10,0,0,0,,6,                        ,6,6,699,Failure to follow local restrictions,"Anspach, matt",,0,9,,353328 Gerber           ,KF1,1,,,,5/17/2018 4:43:00 PM,5/17/2018 4:45:00 PM,5/17/2018 4:45:00 PM,5/17/2018 5:50:00 PM,5/18/2018 9:11:00 AM,0,0,2,4,,0.1,2,9,0,0,0,0,1,0.1,0.1,110062,3,1066318.90157481,224275.812007874
110064,2018,18-723-129-18,2018,,72,723,Sixes River Road        ,1,,6 N Port Orford               ,,,5/18/2018 12:00:00 AM,krobison,6/19/2018 3:02:00 PM,32S   ,15W   ,9 ,SENE,-124.476,42.8172,1,1,1,1,1,1,8,13,1,0,0,,8,                        ,5,6,601,,"Franson, Robert",,0,0,,352820 Seven Mile Cr    ,CS1,1,,,,5/17/2018 3:00:00 PM,5/17/2018 3:00:00 PM,5/17/2018 4:00:00 PM,5/17/2018 4:10:00 PM,5/17/2018 4:30:00 PM,0,0,2,4,,0.1,2,2,0,0,0,0,1,0.1,0.1,110064,3,245859.188320205,414887.573490813
110065,2018,18-712-738-18,2018,,71,712,Williams Hwy 16785      ,1,"Pryts, Joe              ",12.65 miles S of RR           ,,,5/18/2018 12:00:00 AM,gpdisp,5/31/2018 12:06:00 PM,38S   ,5W    ,13,SESW,-123.243,42.2605,1,1,1,1,1,1,17,13,1,0,1,0,6,Peggy E. Maitrejean     ,5,9,902,fully involved 5th wheel with spread to wildland,Joe Pryts,,0,0,31 ,353122 Merlin           ,SW3,1,,,,5/18/2018 10:50:00 AM,5/18/2018 10:50:00 AM,5/18/2018 10:50:00 AM,5/18/2018 11:00:00 AM,5/21/2018 10:15:00 AM,0,0,2,4,,0.01,1,10,1,1,1,1,1,0.01,0.01,110065,3,569656.973097116,198536.193569556
110067,2018,18-582-060-18,2018,,58,582,Hwy 22                  ,1,Dawn Sleight            ,1mi N of Lyons                ,,,5/18/2018 12:00:00 AM,MolallaDispatch,5/30/2018 3:33:00 PM,9S    ,2E    ,18,SWNE,-122.608,44.7892,1,1,1,1,1,0,22,13,0,1,2,,6,                        ,3,6,671,,Levi Hopkins,,0,0,,352025 Jordan           ,CM1,2,2017,582,7621,5/18/2018 10:00:00 AM,5/18/2018 2:30:00 PM,5/18/2018 2:30:00 PM,5/18/2018 2:45:00 PM,5/18/2018 3:00:00 PM,0,1,2,3,,1,2,12,0,0,0,0,2,1,1,110067,1,765204.37631233,1114821.43011811
110069,2018,18-981-154-18,2018,,98,981,Round Lake Hill 122     ,1,K Starman               ,10 Mi W of Klamath Falls      ,,,5/21/2018 12:00:00 AM,jdbarnett,5/21/2018 12:15:00 PM,38S   ,7E    ,34,SWNE,-121.981,42.2231,1,1,1,1,0,0,18,11,0,0,0,,6,                        ,1,1,101,Lightning,Jake Barnett,,0,9,,353344 Parker Mountain  ,KF1,1,,,,5/16/2018 1:30:00 AM,5/18/2018 7:17:00 PM,5/18/2018 7:17:00 PM,5/18/2018 7:45:00 PM,5/19/2018 10:51:00 AM,5,0,1,4,,0.1,1,9,0,0,0,0,1,0.1,0.1,110069,2,911051.773293957,176113.567257211
110070,2018,18-712-739-18,2018,,71,712,Grays Creek Rd 464      ,1,"Carrier, Ivan           ",7.34 miles S of GP            ,,,5/21/2018 12:00:00 AM,gpdisp,5/27/2018 10:27:00 AM,37S   ,5W    ,20,SESW,-123.32,42.3328,1,1,1,1,1,0,17,13,1,0,0,,6,                        ,9,4,499,Recreationist lit a fire,Ivan Carrier,,0,0,33 ,353120 Provolt          ,SW3,1,,,,5/18/2018 6:00:00 PM,5/18/2018 6:30:00 PM,5/18/2018 6:38:00 PM,5/18/2018 7:30:00 PM,5/21/2018 10:48:00 AM,5,0,1,1,,0.01,1,8,1,1,1,1,1,0.01,0.01,110070,3,549721.990813643,225584.326771647
110071,2018,18-781-079-18,2018,,78,781,Pink Dogwood            ,1,Brandy Simmons          ,2.41 miles                    ,,,5/18/2018 12:00:00 AM,BSIMMONS,5/21/2018 9:47:00 AM,20S   ,3W    ,30,NWNW,-123.109,43.8133,1,1,1,1,1,1,20,11,0,0,0,,4,Kyle Heflin-ELANE FUELS ,6,6,699,"Slash Burning without permit, unattended,",Kyle Tripp,,0,0,,352547 Village Creek    ,WT1,2,2017,781,10054,5/18/2018 12:00:00 PM,5/18/2018 1:15:00 PM,5/18/2018 1:15:00 PM,5/18/2018 2:30:00 PM,5/18/2018 6:00:00 PM,0,1,1,4,,3.5,2,12,0,0,0,0,2,3.5,3.5,110071,1,623907.524934381,763041.394685045
110072,2018,18-712-740-18,2018,,71,712,I-5 MP 45               ,1,"Carrier, Ivan           ",2.69 miles SE of RR           ,,,5/21/2018 12:00:00 AM,gpdisp,5/27/2018 8:55:00 AM,36S   ,4W    ,25,SENW,-123.13,42.4124,1,1,5,1,0,0,15,20,0,0,0,,9,                        ,13,3,351,Taylor Graves car overheated and caught on fire,Ivan Carrier,,0,0,33 ,353120 Provolt          ,SW3,1,,,,5/19/2018 3:43:00 PM,5/19/2018 3:43:00 PM,5/19/2018 3:43:00 PM,5/19/2018 4:12:00 PM,5/22/2018 2:18:00 PM,0,0,2,4,,0.25,1,2,1,1,1,1,1,0.25,0.25,110072,3,602015.175853014,252881.835629925
110075,2018,18-982-130-18,2018,,98,982,Dixon 118               ,1,K Starman               ,Boulder Creek                 ,,,5/21/2018 12:00:00 AM,ldavis,6/18/2018 7:11:00 PM,35S   ,15E   ,22,SWNW,-120.941,42.5197,1,1,2,1,1,0,18,11,0,0,0,,4,                        ,1,1,101,,"Arnott, Josh",,0,0,,353422 Coffee Pot 2     ,KF1,1,,,,5/9/2018 7:42:00 PM,5/13/2018 7:42:00 PM,5/13/2018 7:59:00 PM,5/14/2018 9:40:00 AM,5/14/2018 5:00:00 PM,5,0,1,4,,2.1,2,3,0,0,0,0,2,2.1,2.1,110075,2,1193422.27788714,280937.765419945
110078,2018,18-952-081-18,2018,,95,952,Hill Spring             ,1,Chris Lewis             ,,,,5/7/2018 12:00:00 AM,blbritt,6/8/2018 9:50:00 AM,7S    ,25E   ,31,NENE,-119.773,44.9208,1,1,2,2,0,0,35,12,1,0,0,,6,NA                      ,1,1,101,strike tree located,Chris Lewis,,0,9,,352330 Board Creek      ,EC1,1,,,,5/6/2018 8:00:00 PM,5/7/2018 10:00:00 AM,5/7/2018 10:40:00 AM,5/7/2018 11:00:00 AM,5/7/2018 1:00:00 PM,0,0,2,3,,0.1,1,3,0,0,0,0,1,0.1,0.1,110078,2,1500627.24606299,1156603.00951444
110079,2018,18-952-082-18,2018,,95,952,Long Gulch              ,1,David Meyer 9203        ,,,,5/21/2018 12:00:00 AM,afranklin,5/21/2018 2:17:00 PM,14S   ,32E   ,6 ,SESW,-118.921,44.3814,1,1,8,1,0,0,12,50,0,0,0,,10,Frank 46                ,9,4,402,Abandoned Camp Fire,David Meyer,,0,0,,352327 Fall Mountain    ,MA2,1,,,,5/17/2018 7:30:00 PM,5/18/2018 2:13:00 PM,5/18/2018 2:14:00 PM,5/18/2018 2:50:00 PM,5/18/2018 3:37:00 PM,0,0,1,3,,0.1,1,9,0,0,0,0,1,0.1,0.1,110079,3,1725050.1496063,963123.143044621
